0,1,2,3,4,5,6,7,8,9,10,11,12,13
5.5397434,16398.996,3119.375,5801.5117,18110.703,3.939903,-4.1825914,3.0974686,0.9186632,0.06959665,0.044252764,0.9924134,0.093745425,1.0507537
2.9616854,63.34441,54.705338,-47.994045,105.22659,5.6531787,2.6106396,9.832073,1.0715606,0.020074517,0.032971658,0.97579837,0.0834939,1.0229303
1.5825257,-10.875544,5.4280095,15.909439,25.056036,-2.765613,-5.0979843,-1.1140345,0.9503272,0.069972485,0.0024867659,1.0931188,0.06400828,1.053696
1.088101,42.90021,36.079678,3.435121,67.119316,2.802759,-5.7233233,-2.6790507,1.0259008,0.011638324,0.062251892,0.9308915,0.013027422,0.965986
10.205985,19497.418,21494.31,4101.7827,29097.441,-1.4813502,1.1125602,-3.3740022,1.0294424,0.023679389,0.058213487,0.9478786,0.032039125,0.98772025
0.6908147,18.568857,-1.1524068,23.817198,39.88528,-4.7317376,-5.4421115,1.974061,1.098067,0.0048302817,0.04011667,1.0221632,0.057269145,0.90795213
0.022527039,87.625206,42.376976,28.66684,100.37929,0.7731738,-7.2120776,8.312086,0.99600023,0.08311479,0.0018467718,0.9409844,0.03685095,0.97392994
0.51120067,21.77698,-3.0826857,10.776765,44.296425,3.2741685,-2.5666995,-7.55163,0.93012154,0.044642497,0.020923322,0.97400993,0.082999334,1.0821899
0.5973524,85.50194,55.77432,30.938208,108.864075,7.3947253,-7.6470933,-6.5922875,1.0540997,0.016784279,0.097042195,0.9683005,0.029896969,1.0515274
0.51403093,21.258387,-26.898594,13.371681,90.9908,-9.318396,-8.235686,-1.9484613,1.0081177,0.07803992,0.0076621347,1.0862602,0.022383483,0.9613277
2.3140204,43.21618,8.502281,-5.4875913,60.81964,-0.35117087,8.101074,3.4724534,0.91006196,0.038931992,0.014164815,1.0774176,0.0896849,0.9502621
0.53487843,38.2776,36.56495,10.936287,54.05378,-2.7001383,0.85840815,7.3938236,0.91761506,0.09998751,0.003598791,1.000349,0.053254984,1.0465741
5.829248,-36.106865,66.27088,40.96742,135.8039,-8.895538,-9.595143,-2.2960193,0.9956744,0.018056722,0.06259108,1.061944,0.04657852,0.90414697
1.5148324,10.761879,46.392494,12.695655,54.30674,-0.12479313,2.4050236,-9.155966,1.0118482,0.029716251,0.04463394,1.0811338,0.04647439,0.9286709
21.125156,163731.2,32115.916,289449.34,318968.72,1.8762023,-6.3684278,6.0034466,1.0596229,0.026563266,0.014754662,1.0854418,0.07052599,1.0822133
2.2451491,382.4579,547.95135,464.01022,1006.09326,-4.0864725,8.467285,-7.3902383,0.92842776,0.0090283165,0.08680997,0.9764034,0.0070787286,1.0815384
1.2622291,45.576214,25.76824,39.256153,94.32962,8.673805,-8.17733,-4.2861834,1.0774497,0.08024892,0.012088633,1.0369532,0.050684337,0.9533249
0.8221379,41.632015,7.450931,119.46585,138.91727,10.547619,9.13176,-4.1645226,0.98206794,0.06197395,0.05777375,1.0819637,0.08276112,1.0684705
3.1272256,91.98694,71.926285,83.15645,141.3484,9.2918825,-0.7457116,-9.523877,1.0035334,0.0007583466,0.07335794,1.0392411,0.011480971,0.9207661
14.316973,5451.9707,9808.94,11752.769,15842.867,-5.3347425,1.8666463,-2.5125415,0.9243694,0.08980383,0.035673887,0.96382207,0.038114596,0.9791502
2.2125812,3.976107,2.529809,5.975642,10.656595,-2.7425437,-2.5379953,2.4630544,1.0935138,0.0603898,0.0957123,0.97325945,0.07908797,1.0238054
2.8959486,-0.99709564,15.01393,-4.019835,17.893085,-2.1380978,-2.6247623,-1.9681964,1.0970149,0.02405246,0.0069620097,0.9291309,0.06674328,1.0530976
0.89218843,109.296036,7.337753,280.06967,305.28445,8.620598,7.4027705,-0.41118315,0.96072966,0.043992825,0.095349796,0.9486866,0.08338218,0.99760735
1.4834243,154.72958,139.96301,81.57706,229.99423,-1.3203901,8.125848,-6.3464694,1.056191,0.043733276,0.063399725,0.9860266,0.07855528,1.0491545
1.0376376,588.78345,1220.0624,259.9015,1675.8805,-9.332542,5.8376307,1.5853977,0.97085834,0.076845884,0.05239092,1.0101757,0.077875964,0.9620305
2.1417348,-3.5870745,25.258314,45.035027,142.525,8.26851,-5.827575,7.6495857,1.0719355,0.07398311,0.08509423,0.9833115,0.045646828,1.0640681
3.9572577,167.85806,112.68023,90.50789,259.85754,-7.4641056,-6.2264338,0.93917304,0.9261074,0.058534656,0.06063087,0.9506171,0.07099312,1.0845984
0.8066714,122.92118,123.24872,100.29784,195.87921,5.6065655,1.598715,-7.40289,1.0429885,0.008817194,0.04311032,0.9566999,0.07766946,0.9309769
0.4566258,64.85726,46.472942,67.96615,101.34747,7.998415,-0.8067785,-7.05818,1.0952497,0.07259608,0.055241156,0.93497384,0.007675428,0.95907164
3.0483406,17.405285,-12.753059,22.38612,49.633377,-4.2275176,-6.4307547,-3.3448472,1.0027455,0.030696167,0.018400481,0.9658014,0.09103586,0.9981517
0.9565389,20.209415,63.798058,16.786493,79.99324,-9.498294,3.5593247,-3.0253663,1.0471025,0.062997565,0.07131477,0.96839803,0.025744589,0.91071314
3.3139927,-6.7708435,121.84086,66.33696,158.87958,7.9562693,2.1881495,4.7677503,1.08019,0.039715953,0.046674788,0.95019484,0.0024557489,1.031083
1.1687955,260.48718,194.1859,68.40717,376.0872,0.66280854,-9.647166,7.6756444,0.9892693,0.059026256,0.090312585,1.0506263,0.001202438,0.9074973
0.3849615,16.381815,67.47325,17.236734,72.686516,8.379874,-2.750755,2.9714413,1.0011483,0.051995624,0.01197602,0.9520862,0.05989843,0.9845366
2.8315265,430.2054,3299.1194,1982.92,3885.9084,-7.32675,6.1948695,9.417726,1.0387127,0.01666626,0.09371274,0.94766814,0.08392726,1.0238165
2.2962444,34.446796,155.14613,134.9017,265.30887,-1.676993,4.143666,-1.7592334,0.96642584,0.039537393,0.010152367,0.95464724,0.014454454,0.99726284
2.5544553,-20.667185,35.905376,43.077484,79.41746,4.8957953,1.0694758,6.845683,0.9892162,0.034880098,0.08128153,0.94477385,0.085063,0.9087234
1.293226,110.82947,381.71933,182.76637,471.22726,-2.0939343,-6.53957,0.37029076,1.0749158,0.022348948,0.01199242,0.92633677,0.022543356,1.0139648
0.30363432,19.981419,2.3631701,18.211657,31.257751,-1.2640827,-6.111777,2.1108162,0.910069,0.08823516,0.026022833,0.96822,0.01795166,0.9842932
31.005226,439.42966,3454.8586,996.63947,3544.1138,6.9206324,5.4442883,0.011263413,1.0355561,0.013368066,0.040834777,1.0169935,0.026429502,1.0537692
0.29848066,43.676723,19.073042,58.674988,138.25377,9.0490675,7.721022,0.28745145,0.93826485,0.003399833,0.07854813,1.0788314,0.09829752,0.99896866
5.491184,33307.156,29763.889,12602.846,44436.285,1.4152466,7.2196283,6.3734684,1.0863389,0.024348872,0.055122197,1.086405,0.015942937,0.98141265
1.2190346,2.9230618,4.7923923,23.19765,46.348618,-1.3208425,-8.747289,1.7921894,1.0143251,0.005247755,0.08094642,1.0459564,0.042881697,0.9218418
1.4436117,57.22729,21.034994,20.408627,69.51711,-1.7154317,-3.8928206,9.300619,0.9986412,0.0038586056,0.0408933,1.0107037,0.061025657,0.97391343
0.84955215,179.78685,54.082394,759.30853,825.05005,9.473806,-6.991349,-3.3743343,1.0885117,0.042847168,0.02407062,1.0733286,0.015426695,1.0761518
2.1562583,32.446316,42.152336,-54.27267,102.276535,2.0127122,9.253138,7.4705877,0.98549396,0.031580605,0.08708525,0.9471552,0.055380423,0.97542953
4.302778,65.020294,100.99444,154.2648,179.90015,9.318251,7.1242504,-8.779913,1.0378846,0.007360922,0.09180383,1.0306594,0.07050451,1.0521455
0.26023984,82.74628,23.69742,-33.59481,98.41956,-5.0244484,4.00486,-8.832454,1.0012485,0.053304393,0.051222563,0.91487014,0.08514228,0.92712444
3.523908,77.73697,123.173615,145.2073,208.87921,-1.9951253,5.7594895,1.593678,0.90389276,0.049799528,0.045716465,1.0041851,0.031195309,1.048931
0.5368312,-13.008705,51.10919,48.057907,120.90849,9.518512,8.989655,-3.0771832,1.0481297,0.014506022,0.08218914,0.9965721,0.040482976,0.9416597
1.0209962,145.09381,314.7072,461.4142,691.317,7.846394,-4.11085,4.7163944,0.9272799,0.024773976,0.026637703,0.91159254,0.083625644,0.98499393
2.4152164,9.38232,31.722385,60.78356,68.71013,2.4066126,7.640668,-3.8168812,1.0876812,0.037784576,0.052670363,0.9669341,0.0905447,0.96931654
6.9295344,38.513657,-18.36469,37.0957,64.01615,-0.19152662,-4.686256,-6.6938844,1.0217516,0.06209772,0.051705435,1.078558,0.05947887,0.9918336
0.8195309,15.780594,28.147617,-4.395656,35.512783,-0.6011405,1.5080599,6.7685084,1.0682648,0.043105815,0.0944844,0.9319629,0.06600179,0.9511991
2.8139005,5908.1816,3353.9297,1919.2366,7065.6387,4.8023705,-4.095935,-0.5647411,0.9667538,0.045328107,0.052952286,1.0292878,0.040532287,0.9309178
3.6753187,6788.537,5696.425,14426.931,16858.105,7.9916344,9.775158,1.2085365,0.9639371,0.08858703,0.021435743,1.0832771,0.007687428,0.9742504
1.5271494,17.532482,3.3974915,16.375858,43.123913,3.1900878,-7.845085,-2.1422796,1.0419192,0.009982683,0.026024783,1.0724609,0.05671678,0.9719475
0.45426175,246.86955,177.5304,150.11374,391.18427,5.680586,-9.40524,6.837175,0.95057285,0.04666703,0.091923475,1.0578529,0.02876849,1.0776315
4.254238,4784.2544,2829.682,1056.7344,5632.7085,-6.05053,-3.984277,6.459526,0.9592129,0.084987305,0.02578687,0.9277212,0.07354598,0.995255
1.2767584,22.767897,41.209106,-12.756102,84.28135,-5.1988816,5.8832536,9.053646,0.9899671,0.032572195,0.08128925,0.9350961,0.09970837,1.056284
1.9436128,49.232872,95.42342,236.6946,269.14633,1.6515243,8.137015,-7.6707077,0.96929216,0.05709053,0.028505305,0.973514,0.07581914,0.994507
0.08042569,60.487755,87.81959,20.543842,115.61305,4.4012465,-5.357749,9.958362,0.9217596,0.022829553,0.058915045,1.0003576,0.015671981,1.097823
1.7459104,26.434149,13.06272,6.474734,45.31869,-3.3777263,4.2803054,6.047639,0.9035226,0.030188626,0.095223404,0.90073687,0.04966566,0.9753109
2.048827,101.70406,284.0865,427.8979,527.81244,6.798897,-0.5955701,4.8169384,0.93980646,0.099272445,0.053974535,0.9725476,0.080183215,1.0595295
1.1100032,26.020937,7.3840275,12.0584755,36.01096,-1.0754434,-5.106447,5.4143295,0.91065955,0.0029024552,0.0070027537,0.9001339,0.06662052,1.0477302
0.49126223,87.54397,54.40249,140.76216,162.93771,-6.7464685,-8.427345,7.628959,1.0492518,0.08519095,0.058776245,0.90279907,0.098472156,1.0774533
1.7167364,69.923195,4.7358437,-14.430647,98.19774,4.832157,0.0802899,7.374992,0.94844,0.07601595,0.053827904,0.9257516,0.07395111,1.0349958
1.1978437,8.166403,24.825516,-22.573067,88.33334,-1.3594881,-8.68323,-9.405708,1.0185142,0.076804504,0.016385147,1.072626,0.013084481,0.90441906
0.81869346,44.23749,28.91313,21.633501,71.732994,0.80534714,-5.5279264,8.387652,1.0986751,0.007338734,0.09399667,1.0451978,0.082679674,1.0487559
2.3208597,7.15102,8.561376,20.703535,63.7092,-0.8268188,-10.473455,3.7619953,1.0395906,0.030497966,0.05855469,1.089377,0.015412934,1.0865556
2.9390447,33.371067,120.59739,52.2498,129.93977,-5.4099417,5.574039,-9.5073185,0.90355337,0.09052906,0.06961204,1.0607474,0.026420493,1.036219
0.103035435,94.12436,-1.155039,45.49844,109.51666,-4.1784062,-6.9073815,8.375567,0.90906537,0.061913367,0.08855272,0.92623794,0.03849591,0.9641638
0.21593174,-13.467726,3.7915788,53.543713,126.6908,-6.1447663,-6.0069933,-8.664595,1.0869931,0.08607272,0.091259524,0.988405,0.044281386,0.9010959
2.3424647,566.1194,314.3711,980.5316,1241.596,-8.856696,1.170567,-9.136676,0.93542546,0.021300308,0.02191163,1.056234,0.0840756,1.0892683
1.8076874,119.24534,41.817513,169.68631,246.42624,-5.422625,3.2477806,-1.9272487,1.0134869,0.08908659,0.08941381,1.0870568,0.015783912,1.0122101
0.90441453,126.54511,116.86634,39.008038,287.8575,-4.4258957,0.066282794,-5.4558406,0.96839565,0.04788878,0.03636279,0.92012686,0.013551744,1.0501399
4.472016,73.0476,54.867054,74.64343,115.31428,7.5215836,-7.2881293,0.50462186,1.0813524,0.017451609,0.087979324,0.95991707,0.078256205,0.97042376
1.4940438,73.831276,98.78215,551.4594,897.0621,6.4891644,-5.5525293,4.5196433,1.0973692,0.06925298,0.09903316,1.0385928,0.09355388,1.0413511
1.5531088,-1.0144782,71.56809,12.834111,83.52617,8.585077,-0.75011915,5.951217,1.0571549,0.08593864,0.02682839,0.9015942,0.06537585,1.091857
1.405616,6067.975,5601.8096,12529.196,14267.583,-6.2111135,-9.693625,-8.639313,1.0223936,0.04108885,0.015508064,0.9132138,0.09726022,1.0926263
1.5519111,357.49268,889.7101,299.91925,1096.6947,-4.10847,-9.027665,8.433257,1.0105643,0.031427532,0.008186213,0.9668322,0.030649295,0.91412985
2.0587523,5.261553,33.693005,15.995128,50.240093,-2.2559988,1.795653,-7.2514772,0.93648535,0.022347443,0.03428386,0.9763823,0.05913858,1.0606452
6.6951056,42955.39,34255.84,23024.633,57327.06,2.0510466,-7.6480746,1.9654214,1.006348,0.0741406,0.006763154,0.94807106,0.06218908,1.0196193
1.3149902,0.5313453,6.565607,8.048526,9.656163,3.1567454,-1.0926304,0.8577341,0.9771932,0.07003602,0.0121318055,0.96484876,0.033118647,1.0731001
1.2737495,3.3950608,37.034515,12.975339,37.27861,2.016783,-1.947252,5.431242,1.0367332,0.003962708,0.062695295,1.0388649,0.051528547,0.9466625
3.638189,1205.1665,4695.9897,4973.4023,7110.3286,8.091962,-7.99305,-4.7833896,0.95802784,0.032409076,0.05083028,1.0054162,0.013516239,0.99811286
0.25024277,539.9054,847.4749,899.4957,1339.8159,0.80529165,-9.858003,5.275278,1.0978651,0.04293514,0.0013179573,1.0187476,0.08998044,1.0017755
2.2053957,97.8425,278.1476,63.170788,313.741,-0.5551072,2.6759646,7.9179907,0.94558805,0.040633913,0.08553989,1.0883058,0.057977464,0.9586843
1.4671199,11.799713,29.854313,9.910423,40.960438,-2.1661892,-1.4767416,-0.60897994,0.94418067,0.009457318,0.07240571,0.9127008,0.038525738,0.9840654
3.3354945,51.918026,17.086397,24.75238,55.517906,1.9153756,3.752357,-5.593962,1.041988,0.0785571,0.05370817,1.0241288,0.017546363,1.0084318
12.361985,239.20677,90.84194,473.09238,542.9064,-4.535537,-7.447062,-6.293571,0.983157,0.04987229,0.06633421,1.0665377,0.05947045,1.0623403
0.95215523,696.529,1936.5756,1918.1918,2754.1553,0.196552,-2.5444145,2.1587734,1.0069892,0.05027965,0.06391079,0.91886467,0.03676202,1.038163
0.58425564,15.365707,6.2040324,-10.398184,68.06539,-1.5582353,-8.252415,-6.978672,0.92099065,0.024772225,0.06351343,1.0259825,0.035547752,0.92952174
1.5808434,3620.8042,2693.2065,120.1623,4377.7627,-7.2589526,2.561386,-9.459158,1.0999794,0.041753273,0.0011464267,1.0319268,0.058224432,1.0329169
0.96751136,60.77731,0.5615628,51.017612,125.398026,-8.311829,-9.24475,3.0841672,1.043082,0.03476813,0.085065424,0.9304797,0.048940253,0.9773548
1.141446,24.712242,28.82872,55.547684,80.88396,-1.0239307,-10.326131,5.618601,1.0853254,0.062027663,0.08372954,0.95368254,0.009474923,1.0589442
2.406977,19.95952,205.05667,-10.346719,209.64595,-4.245211,-2.8286724,-7.1148057,0.9030097,0.009829959,0.018301114,1.0758415,0.061490025,0.904071
1.3964375,29.015186,84.66442,58.323574,178.17065,-10.359503,3.0758872,-4.64009,1.0512743,0.02270979,0.09707092,0.9519277,0.074683174,1.087562
1.7670429,0.8647228,-16.14535,12.539656,88.835266,-7.398287,-2.4126554,-8.900327,0.94210196,0.00934659,0.098145016,0.9055927,0.030214814,0.9855283
6.5726304,51.53531,46.35717,101.71147,133.67809,1.6189704,-0.33398056,-7.299961,1.094271,0.053348836,0.06579208,0.94237804,0.07955075,0.9082278
1.9931668,4542.693,1079.127,6304.118,8304.942,-3.8744376,-1.095355,-6.6661496,0.90824825,0.03784203,0.07469973,0.9343057,0.038448863,1.050186
3.3845062,10.431195,22.390923,26.43008,43.124916,7.6822114,-1.6928273,-0.1258326,1.016725,0.005255426,0.080135755,1.0517603,0.0020032208,0.94171065
0.33229396,-28.456821,29.814047,13.541536,87.08837,-8.04913,-4.1564107,-7.9773517,0.9922847,0.024582129,0.05375744,0.9547607,0.07751696,1.0918597
0.25205737,21.1128,28.937801,44.07247,61.63629,3.4639328,6.2992387,-5.7665877,0.92935836,0.09279588,0.034293044,0.9963507,0.00803002,1.0316942
2.2135377,14.277152,16.452894,12.82724,34.499657,-3.4466949,-3.3848767,-0.38158736,1.0055515,0.05050904,0.09252449,0.9303439,0.0002056881,0.96391267
1.4843999,129.94969,116.6824,135.12971,320.1559,2.7021723,-4.1558056,-9.896468,0.98008317,0.039703768,0.005144051,1.0800645,0.086722955,0.9879551
2.4621644,6.5681014,19.503914,45.13273,52.17305,-1.4000471,7.9275246,-3.017137,0.9747031,0.033729415,0.01888112,1.012886,0.06811494,0.98851913
0.6213145,-11.851717,24.296217,29.196623,49.515114,8.069833,1.0236369,2.474345,1.0063076,0.058078192,0.00085098104,0.93869,0.063548006,0.9383536
0.11988782,40.46321,53.81185,51.854992,84.44885,6.124514,-7.4128013,2.9062915,0.97660613,0.06633798,0.08579671,1.0526093,0.0009860225,0.90667135
1.8687528,21.77297,29.985346,-13.420912,46.87303,-2.62415,5.494732,4.79258,0.9561348,0.049904,0.004350744,1.0072213,0.03643503,0.93328595
4.848236,181.65356,148.65099,301.70425,371.19736,8.610694,-2.6417687,-9.072447,0.92250943,0.09725561,0.075001806,1.0669658,0.024147956,1.0614015
2.7785692,1202.836,644.27167,383.14246,1450.6394,3.7904856,8.49492,-3.0721452,0.9494251,0.09122825,0.08987997,1.0946921,0.06398486,1.0603356
1.4267312,99.99192,-30.421059,56.97992,133.01282,7.443159,8.137262,-2.2767239,1.0801042,0.0072368905,0.06565959,1.0623952,0.075449154,0.9276318
5.0324335,275.97562,387.579,269.31985,525.4718,-4.975858,-4.906055,7.6498756,0.9673495,0.08189658,0.02130538,1.024821,0.06939471,0.95406044
0.6530102,102.24967,586.7009,301.6195,785.68964,4.231028,-9.6102295,8.918079,1.0767477,0.05135502,0.070034355,1.0612121,0.059762087,0.9638328
6.0226502,21048.2,15266.716,9775.25,26269.387,1.1706135,-6.988756,6.139387,1.095246,0.0011810645,0.06431664,1.0961859,0.060190372,1.0465302
1.8373662,5252.88,317.94183,4188.8604,6668.715,5.7483783,5.171205,2.3248348,0.9344271,0.01620172,0.07188099,0.906409,0.022910863,1.0197103
2.26299,292.0192,121.346146,134.92924,355.55127,6.643312,-6.6607056,-0.7798848,0.91799855,0.097566016,0.07428103,0.94991606,0.07611716,1.0641025
0.66656303,69.38815,-23.979256,40.30758,101.374664,-7.7752104,-5.468712,5.447599,1.0916702,0.050962172,0.03643433,1.028642,0.09494683,0.95874643
0.99565446,61.40998,40.34612,44.039574,91.11128,-7.1306567,0.20518103,6.7384353,0.93581873,0.008379717,0.03876246,1.0475205,0.06233614,1.0025097
0.45664158,16.550213,14.58133,38.19805,43.935646,2.2718608,6.497875,-3.3432174,1.0120581,0.044476464,0.07967758,0.92357934,0.053758163,1.0008619
0.64708614,47.445442,224.58215,359.10352,490.47684,-8.22014,-7.050694,0.8765902,1.0211993,0.06690753,0.070171036,1.024097,0.089972235,1.0464296
3.0209568,263.18076,578.1542,808.2468,990.5132,-5.540179,4.4031606,-7.201342,1.0343826,0.030307224,0.0921597,1.0895575,0.055258777,0.9963147
1.0059013,15.969555,2.6376917,10.5345335,31.477242,-3.6022894,0.4679184,6.273525,0.951669,0.055664875,0.075490855,1.0561808,0.09245201,1.0701051
1.3066372,287.14874,381.75473,365.1022,647.87335,2.6477304,2.5766733,-1.1084008,0.98104084,0.066828325,0.058674198,0.9079408,0.033761453,1.009597
1.6486984,9.308806,24.151562,51.180695,56.501938,-8.56179,-0.9013365,1.9389898,0.9472659,0.029389057,0.08567372,1.0998907,0.098093405,0.9750564
1.915639,12.031211,27.680494,59.985657,73.05572,-4.4949136,-7.925092,4.22137,0.90108114,0.056021117,0.04035451,0.9140603,0.03176077,1.0324183
1.5532205,13.622558,10.657489,24.401793,60.304672,7.0524626,-8.298424,-0.5896341,1.0430255,0.03527003,0.059873465,0.9742539,0.028009173,1.0995842
1.4957877,1.1226398,7.7872987,-0.87276727,68.98015,1.2471936,8.170633,6.730503,1.0777884,0.027643388,0.0061586434,0.9502581,0.005611177,0.90171474
3.8660183,-8.811395,49.09273,16.680233,88.70323,2.922812,8.556842,0.14148223,1.0301564,0.048870638,0.0039832066,0.9314893,0.054725934,0.9049452
0.4547705,56.815777,79.52492,18.549786,109.40037,5.472955,-5.496673,9.518274,1.0378585,0.04633894,0.073025025,1.0021569,0.021444729,0.9377842
1.5578084,61.678482,58.825726,14.5238,149.18295,-9.831736,9.733003,7.8627415,1.0928857,0.04162615,0.027136793,1.0881258,0.04637232,0.99845284
